chr	start	end
chr1	5650809	5651145
chr1	167942726	167942932
chrX	8964576	8966562
chr1	177209982	177210258
chr4	71915267	71915475
chr8	3494555	3495078
chr6	87237	87759
chr13	37847690	37848057
chr7	57665391	57665597
chr8	1344789	1345597
chr13	28037440	28037743
chr3	95919480	95924506
chr10	132757007	132757305
chr19	23510631	23510994
chr7	52723765	52724308
chr6	165835011	165835113
chr11	2812964	2813711
chr14	103876508	103877490
chr11	130942165	130943223
chr1	185345635	185347786
chr13	44468448	44469342
chr21	27558087	27558498
chr5	45427700	45427864
chr4	41868233	41868358
chr8	4456623	4456919
chr11	51442201	51442364
chr9	85928370	85928676
chr3	100570345	100570522
chr10	56533227	56533464
chr20	6270387	6270487
chr10	129587462	129588603
chr10	57431420	57431601
chrX	118457983	118458296
chr2	203607787	203608031
chr20	21435036	21435214
chr15	93686396	93686681
chr7	50476314	50476544
chr10	128898220	128898732
chr9	44789347	44789494
chr8	50980555	50980748
chr10	38570720	38571261
chr9	11684468	11684885
chr3	102333039	102338332
chr18	54950981	54951537
chr12	16870003	16870193
chr1	157562883	157563027
chr1	157687650	157687944
chr1	120104000	120104323
chr10	129560854	129560985
chr12	130935988	130936102
chr8	47387251	47387348
chr1	244002995	244003086
chr7	65866144	65866419
chr18	12187544	12187775
chr4	139645387	139645582
chr22	35497990	35498405
chr6	157473099	157473293
chr12	21126994	21127136
chr1	160658083	160659418
chr20	19467583	19467930
chr6	157061606	157061888
chr2	83576886	83577217
chr1	188548428	188549106
chr6	49841999	49846840
chr5	19137059	19137337
chr22	33053958	33054497
chr7	58014201	58015618
chr10	59705077	59707982
chr19	28675048	28675240
chr5	8206370	8206754
chr5	11603639	11604031
chr11	48742432	48742733
chr1	175995053	175995418
chr5	26448242	26448590
chr3	8905184	8905817
chr10	124198939	124199228
chr11	61950599	61951335
chr1	119144561	119145495
chr4	42336126	42336770
chr2	174690864	174691105
chr1	248780065	248780302
chr17	3813019	3813241
chr16	1928754	1929155
chr2	119455593	119455723
chr18	76108237	76108436
chr1	242632488	242632666
chr10	1869232	1869459
chr11	63123710	63124272
chr11	126083996	126085417
chr4	65378873	65379229
chr2	5504046	5504596
chr7	47646595	47647410
chr9	34046103	34046270
chr1	179552652	179553211
chr5	17033569	17033939
chr9	20862518	20862745
chr10	124699317	124700893
chr9	18768907	18770084
chr15	25197955	25198230
chr7	48776346	48776516
chr15	91838246	91838335
chr12	13546934	13547158
chr3	3482341	3482426
chrX	129949587	129949721
chr8	4305777	4305935
chr10	133783841	133783991
chr1	188819795	188819954
chr3	2763311	2763665
chr11	5077239	5077425
chr17	7205394	7207139
chr9	70655305	70655427
chr3	95917832	95917931
chr22	17475900	17476315
chr1	181559485	181559593
chr17	16516052	16517323
chr6	150205497	150205711
chr22	33113776	33116302
chr1	939212	940496
chr11	132604917	132605263
chr11	125325777	125326063
chr7	50863120	50867538
chr5	58717207	58717437
chr3	104782128	104782334
chr12	22883432	22883736
chr9	140073418	140073703
chr1	116759181	116759532
chr2	76813631	76813827
chr16	31243993	31245385
chr15	83290682	83291469
chr19	56380403	56380741
chr1	156448386	156448749
chr6	69583516	69584807
chr1	186184425	186184545
chr22	40104083	40104447
chr1	165872808	165873110
chr22	33319108	33319242
chr22	29130095	29130236
chr11	55026696	55026982
chr17	11609587	11610699
chr14	22880838	22881196
chrX	145715425	145715676
chr16	49434354	49434560
chr9	68190422	68190850
chr1	158517132	158517307
chr11	131909735	131909988
chr19	52233172	52234059
chr8	1621611	1621755
chr3	98775662	98776092
chr19	48446386	48447362
chr15	87681829	87682220
chr22	50249096	50249283
chr11	134300263	134300623
chr3	7609974	7610159
chr16	1448680	1449444
chr2	97123080	97123422
chr20	5766017	5766652
chr1	161688613	161689971
chr18	70536928	70537241
chr17	5402301	5402424
chr1	182690274	182690455
chrX	27646947	27647097
chr4	150685899	150686248
chr14	103761796	103762658
chr12	25934265	25934652
chr3	4094480	4094746
chr6	151148085	151149964
chr12	19295197	19295309
chr19	5481730	5482891
chr14	99597928	99598768
chr7	150836284	150836559
chr10	130318942	130319044
chr7	153428592	153428771
chr1	242761077	242761156
chr9	33673037	33673532
chr15	21954843	21955937
chr1	242252613	242252948
chr22	16862139	16862578
chr15	93732749	93732983
chr4	77848679	77848996
chr7	151236551	151236850
chr16	57985275	57985642
chr1	144585729	144586061
chr11	5712773	5712987
chr12	25707049	25714627
chr8	1936207	1937012
chr11	50456981	50457352
chr12	2659952	2660980
chrX	136914705	136914843
chr1	166231888	166232239
chr10	129882403	129882729
chr15	82095228	82095590
chr17	4808264	4808347
chr7	64238847	64239147
chr21	35098343	35098685
chr15	89961357	89962080
chrX	117800417	117800757
chr2	102077230	102077527
chr4	146536286	146536456
chr7	50328776	50329094
chr11	51490683	51491009
chr13	41804604	41804800
chr3	105259720	105259889
chr15	93996140	93996532
chr17	18081225	18081898
chr11	62470717	62471651
chr15	89231139	89231496
chr5	11259990	11260147
chr6	73708085	73708388
chr10	133794830	133795387
chr3	96488958	96489341
chr12	130718753	130718967
chr5	164496	164607
chr21	11096609	11096805
chr16	48926621	48927079
chr2	100644564	100644697
chr16	58087817	58087973
chr1	193780590	193780715
chr4	148718904	148719724
chr12	13452716	13453159
chr17	6064781	6070002
chr3	708033	708133
chr3	97998670	97999044
chr1	179069274	179069791
chr6	159775006	159779374
chr22	25493156	25493685
chr5	5367053	5367488
chr17	18716527	18716693
chr11	61993894	61994126
chr15	69179452	69179747
chr14	21563595	21563891
chr11	56903506	56904008
chr12	3226351	3227081
chr14	102804992	102805203
chr9	70196968	70197059
chr14	101007693	101008263
chr5	21627647	21628374
chr5	5067236	5067396
chr2	56232828	56233032
chr20	24778547	24778685
chr19	51405410	51407388
chr13	42904856	42907187
chr15	83358840	83359238
chr10	124566808	124567313
chr12	17895194	17895704
chr19	28700618	28700753
chr1	4536742	4541103
chr5	52099319	52099666
chr17	15748909	15749253
chr9	9834009	9834376
chr12	126514765	126514986
chr9	138616620	138617087
chrX	68729352	68729459
chr20	3743192	3743388
chr1	164999900	165000139
chr1	197538073	197538932
chr11	8985898	8986231
chr9	71936980	71937722
chr18	73792617	73792913
chr13	35145655	35145896
chr9	13641871	13642176
chr6	47840835	47842151
chr19	48140067	48140169
chr2	8950789	8951914
chr1	162654783	162655133
chr14	104447391	104447716
chr10	945777	946066
chr1	245803640	245803997
chr7	151504044	151504284
chr21	30949570	30949644
chr7	13648893	13649265
chr14	21127295	21127451
chr4	185980893	185982043
chr2	79681082	79681409
chr2	83708226	83709645
chr10	47294425	47294821
chr2	83793409	83793917
chr2	183655725	183656093
chr8	43415649	43415854
chr19	33442196	33448923
chr20	20356605	20357932
chr16	86148581	86148760
chr5	45316120	45316283
chr13	36938601	36938856
chr7	48900512	48902078
chr14	23149602	23149780
chr7	151563450	151563552
chrX	124763479	124764202
chr19	52471511	52471825
chr12	5718261	5718548
chrX	22514894	22515235
chr3	95925162	95925344
chr1	187343611	187343979
chr12	27579073	27581254
chr17	25632187	25632690
chr8	48334554	48334678
chr15	87770534	87771603
chr2	115561395	115561646
chr11	2633802	2634161
chr5	50729202	50733446
chr13	32131738	32132267
chr2	72753782	72760800
chr5	26964866	26965534
chr2	85061235	85061607
chr7	150046985	150047655
chr8	43581702	43581989
chr2	204990161	204991658
chr3	196748571	196749851
chr1	119443502	119444953
chr20	11408481	11408703
chr19	34431882	34432216
chr16	48873073	48873629
chr15	99718120	99718456
chr1	241733671	241733786
chr12	125161155	125161505
chr6	170813692	170814418
chr3	104944279	104944659
chr19	27908018	27908438
chr19	34667122	34667388
chr2	8306169	8306445
chr7	63541529	63541866
chr1	117615979	117616127
chr3	87465733	87466037
chr4	44750034	44750336
chr4	69681990	69682177
chr6	167923943	167924275
chr7	51641505	51642792
chr6	48321332	48324302
chr8	50449872	50450109
chr4	154091191	154091381
chr4	4287011	4287156
chr16	86232414	86232503
chr8	92328834	92333263
chr3	88443430	88443671
chr5	5890572	5890856
chr1	244424954	244425149
chr6	164177258	164177598
chr1	163208488	163209087
chr14	101842616	101842858
chr13	37474328	37476682
chr16	86935214	86935336
chr8	48849484	48849824
chr5	23003383	23007563
chr7	50421746	50422022
chr11	126131599	126131922
chr8	47796566	47797224
chr3	1223119	1223623
chr17	4219178	4220057
chr3	87900289	87900505
chr6	163238109	163238375
chr3	97866612	97866784
chr2	1882106	1883111
chr3	95370563	95370846
chr1	191715379	191715535
chr2	104557213	104557370
chr8	4300574	4300747
chr1	236278199	236279431
chr16	49543210	49544373
chr11	48569177	48569861
chr13	42290278	42290398
chr9	10371842	10372123
chr1	182661523	182661810
chr10	123572179	123572849
chr20	17516279	17517114
chr19	49059184	49059336
chr5	56606502	56606835
chr1	180495421	180496441
chr6	155474783	155475027
chr12	2549562	2549687
chr2	76232022	76232164
chr19	24496694	24497030
chr7	151475692	151475835
chr18	62533276	62533437
chr20	17539920	17540084
chr9	74554040	74554173
chr21	37473940	37474309
chr17	25684639	25684784
chr7	153505345	153505508
chr3	102504652	102505346
chr10	57290036	57290197
chr8	1932214	1932317
chr11	134046686	134047036
chr3	93700252	93700509
chr1	157852628	157857671
chr4	132968470	132968661
chr1	5807214	5807579
chr9	75361493	75361711
chr5	24808156	24809262
chr16	85149075	85149259
chr19	44134219	44134872
chr9	31688745	31690118
chr20	9483819	9484032
chr8	93045782	93045954
chr1	392650	392965
chr1	186175750	186175860
chr3	5277371	5277530
chr1	162495449	162495650
chr20	5354124	5354230
chr5	7949460	7949738
chr1	180647573	180647793
chr8	47588507	47588717
chr2	193526065	193526233
chr7	150305303	150305975
chr4	136352990	136353181
chr6	151357433	151357724
chr18	48090876	48091005
chr1	162697079	162697330
chr17	13458934	13459239
chr4	191039786	191039928
chr17	15800334	15801056
chr13	39644147	39644494
chr3	90208079	90209397
chr8	43462988	43463312
chr9	13815961	13816216
chr7	116057440	116057795
chr11	127208565	127210026
chr3	94344737	94344999
chr2	205290761	205290867
chr19	55746496	55746715
chr8	5799237	5801788
chr6	49711234	49711586
chr16	58380548	58380837
chr3	101107887	101108425
chr14	20110269	20110391
chr5	25673179	25678032
chr8	46861958	46864469
chr16	88240507	88241815
chr8	4705157	4705555
chr3	196920825	196923546
chr15	69459742	69459998
chr6	50157680	50158898
chr12	1293078	1293240
chr9	23409154	23409881
chr22	47609640	47609866
chr14	106726641	106726791
chr17	9299438	9299674
chr11	7244327	7244525
chr1	239639799	239640108
chr2	55054918	55055252
chr15	79103192	79103517
chr1	242582547	242582746
chr3	9956713	9956944
chr9	139430285	139430397
chrX	64127268	64127603
chr8	5631802	5631967
chr10	252735	252927
chr11	134773069	134773247
chr17	3770094	3770292
chr9	24096595	24097130
chr6	570099	570462
chr12	23362105	23362525
chr11	48330474	48330798
chr3	100265294	100265522
chr1	5103295	5103888
chr17	28637482	28637708
chr19	45683541	45684328
chr2	82113633	82113939
chr10	54438921	54439157
chr20	16330591	16330817
chr17	14636342	14638279
chr12	18214971	18215750
chr13	55010223	55010326
chr17	10327750	10327988
chr18	23579293	23580234
chr1	244277582	244277910
chr1	3351913	3352055
chr2	119105210	119105614
chr11	126018644	126018824
chr1	118375750	118376076
chr12	4169294	4169586
chr17	3277165	3277506
chr4	152545872	152546092
chr2	185004261	185004489
chr3	89692569	89694019
chr14	104640822	104641058
chr3	88258219	88258421
chr2	199238086	199238412
chr7	152447945	152448924
chr13	49989535	49989781
chr11	128533084	128533255
chr16	49657911	49658568
chr12	123411400	123411649
chr13	43295597	43295725
chr17	20436577	20436894
chr7	50644957	50645557
chr9	14586581	14586838
chr9	70322153	70322230
chr5	13745313	13745461
chr11	326728	328980
chr14	103960562	103963024
chr7	50100980	50101361
chr10	123324933	123325694
chr7	150013995	150014104
chr21	32760297	32761401
chr15	75377955	75378822
chr12	130929427	130930752
chr6	45874823	45875222
chr2	199623973	199624148
chr20	19787352	19787571
chr5	21858713	21860095
chr7	149839069	149839136
chr9	27433014	27433740
chr1	237141710	237141857
chr8	399079	399564
chr6	46265939	46266074
chr5	6150248	6150481
chr5	11234396	11235172
chr2	83826054	83826300
chr17	4913564	4913932
chr3	195284065	195284207
chr4	161907684	161907818
chr14	99201549	99202060
chr1	193714312	193714492
chr8	43430818	43431164
chr11	1524469	1524574
chr16	50791324	50795192
chr5	15472531	15474671
chr15	90329012	90329288
chr20	14192949	14193311
chr2	173827835	173828054
chr11	130933930	130934313
chr2	201356918	201357177
chrX	20430124	20430600
chr3	88922707	88923093
chr4	60796396	60796764
chr10	55145283	55145437
chr2	197786278	197788221
chr20	15991434	15991821
chr9	3849231	3849398
chr1	240857017	240860329
chr17	28516397	28516850
chr8	47757748	47758476
chr15	91572740	91572904
chr10	131411698	131412122
chr13	57122116	57122313
chr2	101271394	101271523
chr2	198990042	198990667
chr15	69014260	69014383
chr1	160693492	160694055
chr17	2720587	2721676
chr6	58631230	58632501
chr7	48455746	48456410
chr9	139830040	139830166
chr7	149773157	149773378
chr16	1809190	1809448
chr1	243484947	243485109
chr9	72491316	72491446
chr8	50063089	50063245
chr7	46595206	46595586
chr20	4430378	4430700
chr8	92113227	92113416
chr11	134233191	134233353
chr19	44608316	44608654
chr14	106071553	106071846
chr10	58493867	58494242
chr19	57695582	57697148
chr7	7188091	7189421
chr7	152417229	152417434
chr1	183332636	183333086
chr15	21221584	21221804
chr9	3461598	3461807
chr3	97494908	97495048
chr11	62622276	62622558
chr16	56836506	56837731
chr8	43741607	43741819
chr11	8256446	8256815
chr2	105601650	105602003
chr1	116213636	116214780
chr1	156473398	156474559
chr16	56846355	56847708
chr5	16156371	16158066
chr1	163698003	163698314
chr19	49307688	49308060
chr13	42677839	42679354
chr10	53772731	53773010
chr15	96369553	96369666
chr12	126635864	126636734
chr4	64789773	64790617
chr10	123707358	123707594
chr7	222775	222919
chrX	150550873	150550977
chr9	21277882	21278021
chr6	45443775	45444589
chr10	2300900	2301215
chrX	40367542	40367664
chr12	12494445	12494554
chr17	6778397	6778678
chr11	4411223	4411854
chr8	1788691	1788835
chr2	4637183	4637487
chr5	12335255	12335551
chr17	21228488	21228882
chr1	237333063	237333354
chr9	77323954	77324193
chr6	48951974	48952321
chr19	23658313	23658656
chr20	19219892	19220188
chr16	201994	202078
chr4	158957428	158957742
chr4	59934840	59935116
chr5	54362355	54362507
chr2	116523344	116523592
chr16	86030903	86031094
chr7	51582789	51582912
chr16	1368776	1368861
chr3	93562097	93562932
chr17	14260654	14260973
chr11	48711401	48711701
chr3	95414564	95415437
chr1	175528478	175529354
chr11	64048029	64048399
chr10	129217014	129217458
chr4	57399718	57400037
chr11	8953822	8953975
chr1	167388072	167388864
chr7	14566405	14566592
chr20	21035698	21036394
chr22	34604302	34604580
chr5	4966833	4971222
chr9	85122358	85122866
chr5	15782523	15782829
chr12	15568381	15568598
chr17	18476405	18476651
chr15	23686696	23687636
chr6	58216572	58218132
chr20	11493747	11493951
chr6	70510349	70511018
chr1	167554926	167555232
chr9	20420004	20420108
chr2	103319025	103319383
chr4	167116440	167116643
chr20	26227636	26227873
chr3	94315877	94316151
chr11	6478564	6479983
chr7	51743260	51743343
chr1	242968419	242968924
chr14	101993092	101993404
chr7	50124794	50124971
chr4	169653875	169654003
chr6	54020659	54040322
chr20	8569649	8569918
chr17	15414339	15414654
chr17	21066624	21067592
chr15	26765356	26766204
chr19	29110421	29113308
chr2	81060942	81061206
chr1	167524476	167525673
chr9	27466566	27466813
chr7	151316932	151317104
chr2	98533230	98534150
chr11	132391548	132391871
chr6	58185484	58187794
chr7	51619494	51619646
chr15	102248940	102249266
chr8	92525776	92526014
chr15	98105215	98105634
chr9	20649699	20649911
chr12	20855369	20855598
chr4	78199591	78200890
chr3	106980670	106980918
chr9	46370149	46371080
chr15	86106183	86107355
chr3	5207910	5208275
chr1	245994913	245995591
chr5	52064118	52064631
chr15	92008085	92008574
chr6	159253127	159253345
chrX	99863084	99863449
chr7	150623359	150623465
chr16	944190	944298
chr2	86057502	86057814
chr6	69002153	69002418
chr6	159687699	159687982
chr10	38665677	38666008
chr6	166313794	166314827
chr11	4180170	4181846
chr4	81160839	81161091
chr12	11991462	11991821
chr9	69064075	69064904
chr8	2398815	2399035
chr6	152236205	152236394
chr1	244396157	244397021
chr8	50085015	50085341
chr9	16568768	16569366
chr18	8274258	8275270
chr15	88204152	88204445
chr10	123666047	123666292
chr9	32195187	32195522
chr10	128546663	128547432
chr16	58480222	58480562
chr7	47615767	47616016
chr1	120423428	120423724
chr2	9165297	9165972
chr1	244813086	244813432
chr4	79323539	79323696
chr12	123674458	123674929
chr9	24032691	24032921
chr9	75296028	75299765
chr20	18742083	18742612
chr20	1920655	1921438
chr5	56071147	56071515
chr7	50716608	50716771
chr6	163934654	163934933
chr2	82379572	82379759
chrX	3759583	3760043
chr16	86849866	86851198
chr17	25545071	25545254
chr17	5925753	5926316
chr9	78344053	78344275
chr12	130647811	130648072
chr20	12925224	12925521
chr19	48732332	48732588
chr3	97647519	97647940
chr12	13275340	13275502
chr12	131494555	131495614
chr12	130558212	130558500
chr5	58698915	58699006
chr5	8509197	8509493
chr17	5312448	5313529
chr10	45072685	45073132
chr11	59950190	59950666
chr6	46433161	46433861
chr17	26171883	26172177
chr1	147661012	147661749
chr20	9718349	9718477
chr20	26104920	26105094
chr12	128478569	128479159
chr16	881433	881532
chr11	63947438	63947612
chr3	98683048	98683404
chr6	162664814	162665464
chr2	182788024	182789153
chr1	242061141	242061629
chr10	38698719	38699009
chr2	190813974	190814170
chr3	94630299	94630655
chr7	45880276	45880806
chr1	113794740	113794984
chr11	9415041	9417296
chr12	603240	603464
chr1	242409754	242409907
chr15	96254277	96254595
chr11	5933951	5934803
chr14	21133893	21134203
chr22	34937063	34937383
chr3	3709543	3716571
chr19	52083800	52085760
chr18	23322616	23324069
chr6	151522328	151522411
chr16	34262198	34262331
chr11	126870838	126871705
chr2	200477549	200478472
chr16	34649753	34649941
chr1	162735389	162735581
chr17	12654067	12655132
chr19	41940745	41941068
chr16	85215974	85216891
chr12	18091295	18092635
chr14	102383528	102383848
chr20	21172143	21172637
chr8	92214548	92214740
chr8	43225372	43226278
chr17	875311	875687
chr4	59094346	59094510
chr2	98882031	98883669
chrX	29477744	29500632
chr1	194671716	194671805
chr1	175710343	175710517
chr1	180069072	180069482
chr20	26175752	26176007
chr12	26530052	26530251
chr1	146569227	146569392
chr2	83636648	83636989
chr5	59452650	59453235
chr8	743483	744197
chr3	103927718	103928045
chr6	74108308	74108456
chr19	44334255	44334593
chr6	167064266	167064478
chr10	1312390	1312680
chr17	26253983	26254339
chr11	51094502	51094664
chrY	14013330	14014367
chr16	85942013	85942314
chr1	240692229	240692428
chr19	53885101	53885992
chr8	47715128	47715524
chr16	1584266	1584639
chr7	152045952	152046130
chr11	57070846	57071205
chr18	5326504	5327396
chr18	58739828	58740177
chr4	47176635	47176768
chr13	49854915	49855367
chr1	144030362	144030711
chr10	163225	163435
chr16	50863007	50863211
chr7	956331	956951
chr18	1070531	1070861
chr1	168312564	168312829
chr12	19842505	19842610
chr12	374647	374863
chr16	34641579	34641922
chr14	104142486	104143170
chr17	11632594	11632732
chr5	17651057	17651512
chr19	23322358	23322754
chr12	127763238	127763367
chr15	21065797	21065969
chr14	102690864	102691035
chr2	191146108	191146990
chr1	144354520	144356847
chr8	3740172	3740521
chr14	104666903	104667233
chr11	126966711	126967645
chr7	46335577	46335975
chr10	120079190	120079305
chr5	10171864	10172244
chr3	1308198	1308475
chr11	125099846	125101029
chr17	10499478	10499594
chr22	25141846	25142181
chr10	126207568	126209125
chr7	13800107	13801753
chr8	50075097	50075817
chr15	23601453	23601754
chr2	111486127	111486259
chr16	34768485	34768744
chr15	74772677	74772916
chr12	18768241	18769060
chr8	3671406	3671782
chr8	92310452	92310715
chr9	42935393	42935986
chr9	36024705	36024891
chr6	47057591	47057964
chr1	189077454	189077677
chr14	98448536	98449653
chr19	34472134	34472346
chr20	15699912	15700583
chr1	197001088	197001381
chr18	39207628	39207880
chr20	22680413	22680603
chr18	66893572	66893818
chr6	70726588	70726787
chr15	68398981	68399334
chr6	154090229	154090486
chr9	76902357	76902783
chr1	164925841	164929149
chr17	25541897	25542067
chr1	3201168	3201423
chr4	131107499	131107655
chr13	31861558	31861855
chr19	462145	462304
chr14	19259351	19259544
chr13	55603427	55603548
chr7	51643328	51643600
chr1	242287091	242287616
chr4	53259327	53259950
chr7	150540415	150540721
chr18	31542272	31544052
chr10	120506794	120507408
chr2	188071428	188071796
chr1	167503113	167503448
chr17	11691451	11691854
chr2	176322834	176323205
chr1	243688448	243689194
chr12	131378333	131378957
chr12	19545959	19546318
chr12	6986450	6986732
chr6	69316254	69316562
chr14	103732142	103732938
chr2	243099722	243100060
chr1	167892632	167894075
chr21	27222412	27222727
chr16	705808	706181
chr5	24655336	24658030
chrY	18920265	18920456
chr2	9573233	9573941
chr9	85787231	85787411
chr15	101280824	101280951
chr7	51699034	51699164
chr2	190508451	190509147
chr12	6230323	6230617
chr16	1432042	1432378
chr7	7281909	7283226
chr10	42980525	42980668
chr19	55795804	55796139
chr3	5458582	5458799
chr2	191244378	191245027
chr11	51330486	51331269
chr1	158046291	158046659
chr12	699949	700333
chr17	5657459	5657643
chr3	475674	475861
chr21	37081167	37084399
chr9	19569084	19569302
chr4	132140379	132141111
chr3	4488729	4488964
chr5	11712110	11712466
chr8	5035073	5035230
chr14	22024331	22024535
chr20	18301543	18301696
chr2	74255246	74255593
chr19	53311747	53312279
chr11	55643553	55644860
chr1	143871095	143871611
chr1	179567491	179568957
chr3	700039	700379
chr8	49897537	49897880
chr1	198034568	198034897
chr16	84356217	84356567
chr7	47282764	47283058
chr4	79087758	79087869
chr19	42343221	42343770
chr17	15997430	15997809
chr12	27522643	27523167
chr18	35801114	35803044
chr4	4206288	4207005
chr6	169734388	169734492
chr6	164593290	164593528
chr18	3449755	3449946
chr1	5814229	5814403
chr11	56699662	56700639
chr16	35209493	35209656
chr1	191579615	191583411
chr16	31048438	31048539
chr20	12607726	12608358
chr5	18294123	18294443
chr3	159191	159376
chr7	150229977	150230327
chr15	96628343	96628628
chr9	27775950	27776137
chr20	18035114	18035463
chr12	27200802	27201626
chr17	18423818	18424136
chr7	150617818	150617927
chr6	53721781	53721959
chr17	18408791	18409104
chr1	202046417	202046519
chr1	236749092	236749947
chr12	132472406	132475069
chr13	22975495	22975854
chr11	57649352	57649669
chr15	87461747	87462067
chr7	47993415	48000909
chr4	45145177	45145358
chr18	55278311	55278575
chr10	132529025	132529198
chr9	31449539	31449838
chr20	6544658	6544895
chr20	13558146	13558524
chr14	99200393	99200554
chr16	57392034	57392167
chr2	194940635	194941685
chr11	124977223	124977566
chr15	97070007	97070302
chr9	37176518	37176912
chr1	179874033	179874388
chr16	30950494	30950727
chr10	43701627	43701743
chr12	127375635	127375917
chr9	15574656	15574752
chr16	46463787	46465884
chr8	22385	22617
chr14	107015469	107015641
chr10	42811429	42811956
chrX	120636157	120636368
chr1	187133476	187133700
chr10	123339045	123339381
chr8	48353886	48354008
chr10	38588382	38594301
chr17	5431466	5431591
chr8	1270258	1270538
chr20	11879066	11879192
chr6	51958209	51966354
chr16	86268845	86269219
chr1	573282	573489
chr12	133163357	133163695
chr9	79031315	79032761
chr4	52935927	52936090
chr19	44844709	44845431
chr16	86200091	86200372
chr1	238225563	238225909
chr6	74011033	74011378
chr10	49535811	49536125
chr4	135909888	135910185
chr2	77619438	77619923
chr15	102108049	102108370
chr19	42061323	42061563
chr16	85053520	85054408
chr2	118297225	118297528
chr14	98294077	98294393
chr20	797645	797768
chr17	6459914	6460056
chr15	94289517	94289674
chr19	51857302	51858419
chr5	11193791	11195324
chr2	118837930	118838243
chr5	22676588	22676899
chr7	150308146	150308268
chr7	50148196	50149581
chr6	165029574	165029720
chr5	18072822	18074222
chr4	149191305	149191559
chr19	49132043	49132245
chr5	51853313	51858195
chr15	84597418	84598272
chr3	911845	912433
chr1	159059492	159059791
chr17	9108059	9108366
chr8	48277316	48277578
chr2	99813843	99814223
chr18	40413245	40413357
chr15	102399528	102400280
chr10	129631292	129632375
chr12	3101003	3102536
chr22	32327569	32327689
chr13	29684326	29684767
chr8	91880620	91880857
chr12	18170068	18170599
chr21	29937014	29938137
chr17	11486791	11487416
chr3	102591415	102591906
chrX	18187822	18189527
chr11	130183267	130183796
chr4	161610881	161611027
chr1	163446730	163446936
chr9	20277340	20277437
chr2	79858801	79859054
chr8	48651244	48651415
chr8	49854226	49854333
chr7	63528378	63529702
chr4	146232912	146233011
chr12	25346361	25346516
chr1	188138153	188138344
chr12	12778000	12783407
chr14	106793006	106793507
chr3	8607581	8607662
chr19	5685827	5686001
chr13	33619308	33623039
chr8	50555266	50555639
chr15	74517449	74517600
chr5	45281758	45281996
chr7	14121579	14126654
chr5	20189710	20189865
chr19	49292735	49292990
chr13	32483912	32484114
chr2	176175034	176175926
chr20	899366	899599
chr21	25329346	25329713
chr1	5115065	5115278
chr11	56624136	56625846
chr1	178987161	178987258
chr8	3180897	3181149
chr22	48075556	48076067
chr10	124676560	124682716
chr10	134676374	134676470
chr20	103518	103733
chr20	13815462	13817196
chr12	25361704	25372919
chr3	101568311	101568543
chr8	3004124	3004482
chr8	93085966	93086364
chr8	197007	197251
chrX	55715481	55715869
chr3	1342534	1352658
chr5	1381408	1381615
chr10	3683351	3683608
chr19	48546593	48547552
chr14	20747246	20747581
chr9	20913256	20913415
chr17	27787482	27787717
chr16	1068959	1069091
chr4	137209987	137210372
chr7	49331758	49332425
chr14	98046822	98057830
chr16	30951731	30951862
chr14	21299853	21299994
chr19	679052	679183
chr14	23123984	23124258
chr13	44176639	44177113
chr16	86936370	86936519
chr6	151341297	151341614
chr11	133320497	133320669
chr20	31787076	31787626
chr4	42832445	42832542
chr16	86001934	86002861
chr14	98786613	98786746
chr5	8768849	8769160
chr3	101464875	101464957
chr11	128545691	128545954
chr12	127900004	127900593
chr17	12252725	12252879
chr11	125933915	125934297
chr17	26251502	26251695
chr13	23466015	23466152
chr7	14995235	14995445
chr14	98556115	98556229
chr22	31922190	31922517
chr2	105533755	105533855
chr22	45019313	45019536
chr11	59118397	59118745
chr20	23812222	23812398
chr1	158169381	158169504
chr22	40381970	40382078
chr1	202810360	202811673
chr17	15024880	15025083
chr3	97619027	97619237
chr19	5657229	5657335
chr3	103797658	103797860
chr6	47090191	47091072
chr15	81362021	81362711
chr7	50143490	50144064
chr15	100234846	100235149
chr2	107472233	107472637
chr16	57535721	57535892
chr1	196806496	196806829
chr1	194004797	194004908
chr5	13020012	13020199
chr1	235890453	235891185
chr12	125661030	125661382
chr11	5504281	5504761
chr10	49382133	49382488
chr11	64103725	64103982
chr1	197512702	197512939
chr1	242557068	242561124
chr1	190960300	190961680
chr5	22195828	22196468
chr11	132382891	132382999
chr17	18598337	18598528
chr2	54943157	54943324
chr12	6348918	6349512
chr21	26481497	26481941
chr11	903621	903984
chrX	124121615	124121826
chr17	20351315	20352148
chr5	56255836	56255962
chr5	51695000	51695206
chr13	31119881	31120968
chr2	100958488	100958677
chr10	121464092	121464327
chr10	125585436	125585849
chr1	162401769	162401915
chr6	68387139	68387865
chr7	5735120	5735324
chr8	47372424	47372671
chr12	3741636	3743189
chr11	57723482	57724231
chr3	99267404	99267648
chr6	151775926	151776283
chr13	30652702	30652863
chr10	130649471	130650952
chr20	21706616	21706887
chr22	44801300	44801503
chr17	19645263	19645606
chr3	99167449	99167611
chr22	17890146	17891067
chr12	10502904	10503400
chr16	30872643	30878479
chr17	14876443	14876693
chr6	152978457	152979184
chrX	149880152	149880972
chr7	5594959	5595048
chr16	34739360	34744593
chr8	48534170	48534313
chr20	7512934	7513108
chr9	138319696	138319850
chr3	100343243	100343466
chr5	54559860	54560135
chr11	125260543	125260904
chr17	9130099	9130410
chr2	99774766	99774977
