eccid	chr_hg19	start_hg19	end_hg19	tissue
ecc599508	chr6	138214040	138229606	Breast
ecc599509	chr6	142054580	142087444	Connective tissue
ecc599510	chr6	143356415	144086894	Liver
ecc599511	chr6	143408907	143667088	Connective tissue
ecc599512	chr6	144535567	144719955	Ovary
ecc599513	chr6	145109502	146834128	Connective tissue
ecc599514	chr6	146809715	147371335	Head and Neck
ecc599515	chr6	147373491	147374082	Head and Neck
ecc599516	chr6	147522795	151686905	Connective tissue
ecc599517	chr6	148539167	149400090	Connective tissue
ecc599518	chr6	148818408	149187890	Connective tissue
ecc599519	chr6	149191299	149768079	Connective tissue
ecc599520	chr6	150907114	151193961	Breast
ecc599521	chr6	151617110	151637718	Connective tissue
ecc599522	chr6	151797162	152142435	Uterine Corpus Endometrial
ecc599523	chr6	152413909	152895214	Ovary
ecc599524	chr6	153537078	153537712	Skin
ecc599525	chr6	155274328	157247663	Brain
ecc599526	chr6	155614519	155614962	Esophagus
ecc599527	chr6	157958544	158194511	Breast
ecc599528	chr6	158550075	158792069	Liver
ecc599529	chr6	159269931	170932805	Esophagus
ecc599530	chr6	160319225	160319775	Esophagus
ecc599531	chr6	160955526	160966240	Pancreatic
ecc599532	chr6	160955848	160966240	Renal
ecc599533	chr6	164381674	164565768	Lung
ecc599534	chr6	165271585	166510891	Esophagus
ecc599535	chr6	170048113	171115067	Brain
ecc599539	chr7	40386	1919321	Esophagus
ecc599540	chr7	40386	5533265	Liver
ecc599543	chr7	40386	875584	Ovary
ecc599545	chr7	42038	32684989	Liver
ecc599549	chr7	681938	682344	Bladder
ecc599550	chr7	1567379	1871272	Bladder
ecc599551	chr7	1617433	2144238	Skin
ecc599552	chr7	1633971	1634530	Esophagus
ecc599553	chr7	2148080	2148714	Skin
ecc599554	chr7	2413242	2624379	Stomach
ecc599555	chr7	3291492	3291953	Breast
ecc599556	chr7	3923305	3923725	Stomach
ecc599557	chr7	4155557	4408777	Brain
ecc599558	chr7	4681642	11217552	Bladder
ecc599559	chr7	4682592	4703171	Brain
ecc599560	chr7	5340683	5746672	Brain
ecc599561	chr7	5534735	31115826	Liver
ecc599562	chr7	6061334	6290146	Breast
ecc599563	chr7	7508922	10004859	Bladder
ecc599564	chr7	7717688	10980105	Breast
ecc599565	chr7	8662570	8683245	Head and Neck
ecc599566	chr7	9080957	9091617	Skin
ecc599567	chr7	9192126	17844670	Uterine Corpus Endometrial
ecc599568	chr7	12459126	12459680	Breast
ecc599569	chr7	13174797	13175490	Skin
ecc599570	chr7	13184448	33930585	Prostate
ecc599571	chr7	13414086	13414690	Lung
ecc599572	chr7	13691940	13957941	Lung
ecc599573	chr7	14472955	15133127	Lung
ecc599574	chr7	14663622	14684726	Breast
ecc599575	chr7	14693357	14693911	Breast
ecc599576	chr7	14742651	14943344	Skin
ecc599577	chr7	15150215	15958727	Skin
ecc599578	chr7	16154080	16174772	Skin
ecc599579	chr7	16645920	16846613	Skin
ecc599580	chr7	16884240	18616374	Bladder
ecc599581	chr7	17932056	17984281	Lung
ecc599582	chr7	18968773	20613366	Lung
ecc599583	chr7	20044600	20155111	Breast
ecc599584	chr7	20174397	20174951	Breast
ecc599586	chr7	21244824	21245428	Lung
ecc599587	chr7	21258615	21279168	Breast
ecc599588	chr7	21586875	21768231	Lung
ecc599589	chr7	21771289	22083639	Breast
ecc599590	chr7	22086696	22208325	Breast
ecc599591	chr7	22209409	22209963	Breast
ecc599592	chr7	22541766	22943385	Lung
ecc599593	chr7	22889959	22946366	Bladder
ecc599594	chr7	22913348	22913940	Connective tissue
ecc599595	chr7	23025526	23315055	Connective tissue
ecc599596	chr7	23751879	23752435	Esophagus
ecc599597	chr7	23995361	24246688	Lung
ecc599598	chr7	24292826	29296741	Skin
ecc599599	chr7	25387175	35503408	Prostate
ecc599600	chr7	26249821	57999999	Esophagus
ecc599601	chr7	26371763	26372169	Bladder
ecc599602	chr7	28058563	28058974	Uterine Corpus Endometrial
ecc599603	chr7	28128532	28329123	Connective tissue
ecc599604	chr7	28477264	28477784	Stomach
ecc599605	chr7	29421747	30209928	Bladder
ecc599606	chr7	29554946	35180931	Skin
ecc599607	chr7	30123433	31566446	Breast
ecc599608	chr7	31049474	31249982	Stomach
ecc599609	chr7	32821991	57999999	Liver
ecc599610	chr7	32872634	33163842	Brain
ecc599611	chr7	32902634	33147913	Head and Neck
ecc599612	chr7	32902634	33147913	Brain
ecc599613	chr7	32906291	33106724	Brain
ecc599614	chr7	32919067	33143842	Brain
ecc599615	chr7	32982634	33053842	Esophagus
ecc599616	chr7	32986977	33060436	Brain
ecc599617	chr7	33008875	33043880	Breast
ecc599618	chr7	34908992	35366090	Breast
ecc599619	chr7	35321485	35342177	Skin
ecc599620	chr7	35407271	35738846	Skin
ecc599621	chr7	35620457	42875308	Prostate
ecc599622	chr7	38062802	38063352	Esophagus
ecc599623	chr7	39803404	40003865	Brain
ecc599624	chr7	39886375	39926970	Esophagus
ecc599625	chr7	40764227	40764591	Esophagus
ecc599626	chr7	40987874	41429374	Ovary
ecc599627	chr7	41453854	42486326	Esophagus
ecc599628	chr7	42484906	42485562	Colon
ecc599629	chr7	44396333	44953419	Breast
ecc599630	chr7	45787730	45812936	Esophagus
ecc599631	chr7	45869443	45869997	Breast
ecc599632	chr7	46565420	46822102	Head and Neck
ecc599633	chr7	47110039	47916514	Prostate
ecc599634	chr7	47633248	47866053	Brain
ecc599635	chr7	48157048	48274554	Head and Neck
ecc599636	chr7	48275078	48275812	Head and Neck
ecc599637	chr7	48418761	48949508	Head and Neck
ecc599638	chr7	49015950	57398302	Brain
ecc599639	chr7	49669201	55586539	Brain
ecc599640	chr7	49840032	63141038	Brain
ecc599641	chr7	50369982	50390497	Liver
ecc599642	chr7	50661787	63116350	Esophagus
ecc599643	chr7	50683601	56795350	Stomach
ecc599644	chr7	51244167	51594586	Brain
ecc599645	chr7	51489721	51490365	Head and Neck
ecc599646	chr7	51489955	51490549	Brain
ecc599647	chr7	52165741	57876593	Esophagus
ecc599648	chr7	52199951	55742981	Lung
ecc599649	chr7	52374738	57514382	Head and Neck
ecc599650	chr7	52383442	55698207	Brain
ecc599651	chr7	52626726	52842745	Bladder
ecc599652	chr7	52630108	52842396	Colon
ecc599653	chr7	52636726	52842745	Lung
ecc599654	chr7	52674551	57577885	Bladder
ecc599655	chr7	52731445	57483838	Brain
ecc599656	chr7	52974995	56588629	Brain
ecc599657	chr7	53161355	56373273	Esophagus
ecc599658	chr7	53239584	53447401	Head and Neck
ecc599659	chr7	53392785	53603234	Bladder
ecc599660	chr7	53435741	57554926	Head and Neck
ecc599661	chr7	53437686	57065330	Brain
ecc599662	chr7	53449222	57244382	Head and Neck
ecc599663	chr7	53481663	55919326	Brain
ecc599664	chr7	53552705	56661878	Esophagus
ecc599665	chr7	53604870	53641382	Skin
ecc599666	chr7	53627233	55933762	Brain
ecc599667	chr7	53697096	56103680	Brain
ecc599668	chr7	53916246	54184708	Breast
ecc599669	chr7	53917292	57770527	Brain
ecc599670	chr7	53969352	56105350	Stomach
ecc599671	chr7	53987919	57425350	Lung
ecc599672	chr7	54048236	56044185	Head and Neck
ecc599673	chr7	54050784	56138302	Brain
ecc599674	chr7	54061674	54177773	Head and Neck
ecc599675	chr7	54153879	57159964	Brain
ecc599676	chr7	54329983	55487522	Brain
ecc599677	chr7	54382320	55595350	Brain
ecc599678	chr7	54395560	56702654	Head and Neck
ecc599679	chr7	54441373	56083663	Brain
ecc599680	chr7	54462438	55333361	Brain
ecc599681	chr7	54501544	55606734	Esophagus
ecc599682	chr7	54557963	55758047	Brain
ecc599683	chr7	54561844	55505350	Brain
ecc599684	chr7	54562829	57478207	Breast
ecc599685	chr7	54567664	56167600	Brain
ecc599686	chr7	54570235	55415350	Brain
ecc599687	chr7	54576531	56116719	Stomach
ecc599688	chr7	54578230	55720833	Bladder
ecc599689	chr7	54584027	55623571	Brain
ecc599690	chr7	54632320	56104875	Esophagus
ecc599691	chr7	54635122	55464891	Brain
ecc599692	chr7	54648230	55878207	Brain
ecc599693	chr7	54664281	56265621	Esophagus
ecc599694	chr7	54704349	55397964	Brain
ecc599695	chr7	54733063	55408485	Brain
ecc599696	chr7	54825326	56033663	Head and Neck
ecc599697	chr7	54852246	55603880	Brain
ecc599698	chr7	54873195	57865220	Head and Neck
ecc599699	chr7	54911380	55269964	Breast
ecc599700	chr7	54921445	55723458	Stomach
ecc599701	chr7	54942537	55710744	Head and Neck
ecc599702	chr7	54984002	55829463	Esophagus
ecc599703	chr7	55277963	55390811	Breast
ecc599704	chr7	55714281	55790604	Head and Neck
ecc599705	chr7	56263796	56364246	Brain
ecc599706	chr7	56945391	57145835	Stomach
ecc599707	chr7	57140012	57336389	Esophagus
ecc599708	chr7	57283983	57284649	Colon
ecc599709	chr7	57284421	57284980	Esophagus
ecc599710	chr7	57477218	57497860	Brain
ecc599711	chr7	57477444	57477875	Esophagus
ecc599712	chr7	57495105	57805524	Brain
ecc599713	chr7	57500389	57700874	Head and Neck
ecc599714	chr7	57596829	57817357	Bladder
ecc599715	chr7	57597261	57817926	Colon
ecc599716	chr7	57611497	57812267	Liver
ecc599717	chr7	57674837	57715422	Ovary
ecc599718	chr7	57919731	63246277	Esophagus
ecc599721	chr7	61853601	61912851	Esophagus
ecc599724	chr7	62045187	62245630	Stomach
ecc599725	chr7	62065848	64656278	Brain
ecc599726	chr7	62082709	62284557	Lung
ecc599727	chr7	62416781	62617225	Stomach
ecc599729	chr7	62641681	62642249	Stomach
ecc599730	chr7	62712315	62712959	Head and Neck
ecc599731	chr7	62728767	62729433	Colon
ecc599732	chr7	62875263	63134706	Brain
ecc599733	chr7	62902471	63124576	Bladder
ecc599734	chr7	62951766	62972409	Head and Neck
ecc599735	chr7	62959208	66590428	Stomach
ecc599736	chr7	63012264	63250407	Head and Neck
ecc599737	chr7	63036361	63300739	Breast
ecc599738	chr7	63157262	63157788	Head and Neck
ecc599739	chr7	63167917	63168513	Esophagus
ecc599740	chr7	63178019	63408603	Brain
ecc599741	chr7	63186539	63187067	Bladder
ecc599742	chr7	63243950	63244478	Bladder
ecc599743	chr7	63321289	65663450	Connective tissue
ecc599744	chr7	63397258	63408299	Esophagus
ecc599745	chr7	63522826	63523470	Head and Neck
ecc599746	chr7	63529005	63815461	Lung
ecc599747	chr7	63635264	63635790	Head and Neck
ecc599748	chr7	63635307	63635835	Bladder
ecc599749	chr7	63635373	63635797	Esophagus
ecc599750	chr7	63700802	63701356	Breast
ecc599751	chr7	63877982	63878510	Bladder
ecc599752	chr7	63932072	63932716	Head and Neck
ecc599753	chr7	63975693	68143827	Esophagus
ecc599754	chr7	64262567	64627255	Stomach
ecc599755	chr7	64277620	88567500	Ovary
ecc599756	chr7	64314094	64514564	Lung
ecc599757	chr7	64444705	64675301	Esophagus
ecc599758	chr7	64448279	64673679	Brain
ecc599759	chr7	64677582	78046668	Ovary
ecc599760	chr7	64878597	65079016	Brain
ecc599761	chr7	64880639	67709816	Stomach
ecc599762	chr7	65132069	65392649	Brain
ecc599763	chr7	65149269	70459700	Brain
ecc599764	chr7	65160992	65361633	Brain
ecc599765	chr7	65183337	65383864	Bladder
ecc599766	chr7	65217646	65388242	Esophagus
ecc599767	chr7	65846519	66614306	Ovary
ecc599768	chr7	66219421	66220039	Connective tissue
ecc599769	chr7	66525520	66546027	Stomach
ecc599770	chr7	66768576	66769430	Renal
ecc599771	chr7	66768619	66769429	Renal
ecc599772	chr7	67713766	70676108	Connective tissue
ecc599773	chr7	69860890	70640950	Lung
ecc599774	chr7	70680368	76851264	Connective tissue
ecc599775	chr7	71176930	73244266	Stomach
ecc599776	chr7	71688168	109442495	Skin
ecc599777	chr7	72022964	72023514	Esophagus
ecc599778	chr7	72270284	77295789	Brain
ecc599779	chr7	72870005	114529036	Pancreatic
ecc599780	chr7	73381568	73382118	Esophagus
ecc599781	chr7	74367278	74367792	Lung
ecc599782	chr7	75716247	75716797	Esophagus
ecc599783	chr7	76732989	76733471	Head and Neck
ecc599784	chr7	77156478	119772966	Skin
ecc599785	chr7	77863560	78166484	Connective tissue
ecc599786	chr7	78985342	104963876	Head and Neck
ecc599787	chr7	79408403	79408957	Bladder
ecc599788	chr7	79594833	80900223	Brain
ecc599789	chr7	79812920	79813610	Connective tissue
ecc599790	chr7	81788507	81789172	Connective tissue
ecc599791	chr7	82196710	98450416	Stomach
ecc599792	chr7	82533979	85961798	Head and Neck
ecc599793	chr7	83121698	84196360	Lung
ecc599794	chr7	83781202	85487331	Stomach
ecc599795	chr7	85162384	85162924	Lung
ecc599796	chr7	85197668	105728860	Head and Neck
ecc599797	chr7	85218431	89215935	Prostate
ecc599798	chr7	85477869	90948532	Esophagus
ecc599799	chr7	85552275	86494802	Renal
ecc599800	chr7	87084020	99238602	Esophagus
ecc599801	chr7	87226124	89895863	Esophagus
ecc599802	chr7	87305350	95557972	Renal
ecc599803	chr7	89732622	95497810	Ovary
ecc599804	chr7	89792607	89813105	Stomach
ecc599805	chr7	89876524	90077695	Pancreatic
ecc599806	chr7	89895862	92241005	Connective tissue
ecc599807	chr7	90093344	92631036	Pancreatic
ecc599808	chr7	90317703	96685858	Stomach
ecc599809	chr7	90373396	109167983	Esophagus
ecc599810	chr7	90427861	105445614	Prostate
ecc599811	chr7	90751329	91600609	Stomach
ecc599812	chr7	90935951	94897653	Brain
ecc599813	chr7	91009516	91285729	Head and Neck
ecc599814	chr7	91180904	92281289	Lung
ecc599815	chr7	91903947	92649697	Stomach
ecc599816	chr7	92242646	92243264	Connective tissue
ecc599817	chr7	92723629	92924128	Stomach
ecc599818	chr7	92767275	92967705	Esophagus
ecc599819	chr7	92861445	98531274	Head and Neck
ecc599820	chr7	93323011	93523441	Esophagus
ecc599821	chr7	93416434	93641761	Stomach
ecc599822	chr7	94517537	94757617	Head and Neck
ecc599823	chr7	95238928	95439358	Esophagus
ecc599824	chr7	96382003	96582433	Esophagus
ecc599825	chr7	97557315	97557911	Esophagus
ecc599826	chr7	97557381	97557908	Esophagus
ecc599827	chr7	97843722	101644863	Stomach
ecc599828	chr7	98082650	98083200	Esophagus
ecc599829	chr7	98237848	98238391	Esophagus
ecc599830	chr7	98403155	98403669	Lung
ecc599831	chr7	98933576	141736350	Pancreatic
ecc599832	chr7	99117447	104062003	Head and Neck
ecc599833	chr7	99493810	99672816	Renal
ecc599834	chr7	99558876	99559441	Esophagus
ecc599835	chr7	99677926	99678736	Renal
ecc599836	chr7	100154611	100176168	Lung
ecc599837	chr7	100214486	100756028	Head and Neck
ecc599838	chr7	100440118	104059230	Renal
ecc599839	chr7	101141970	102087202	Renal
ecc599840	chr7	101331448	106961656	Stomach
ecc599841	chr7	101864484	102015980	Uterine Corpus Endometrial
ecc599842	chr7	102016502	102089969	Uterine Corpus Endometrial
ecc599843	chr7	102406679	102473163	Head and Neck
ecc599844	chr7	102868608	102869374	Ovary
ecc599845	chr7	103143597	109364625	Bladder
ecc599846	chr7	103700573	103721112	Lung
ecc599847	chr7	104345857	105012066	Connective tissue
ecc599848	chr7	104379352	104380042	Connective tissue
ecc599849	chr7	104541493	104642297	Esophagus
ecc599850	chr7	105323249	106307526	Skin
ecc599851	chr7	105611033	105668898	Lung
ecc599852	chr7	105878585	107382352	Lung
ecc599853	chr7	106086930	107196014	Head and Neck
ecc599854	chr7	106390259	106537778	Renal
ecc599855	chr7	106622628	106659099	Renal
ecc599856	chr7	106659767	106660577	Renal
ecc599857	chr7	106984582	107005190	Connective tissue
ecc599858	chr7	107216737	107372749	Renal
ecc599859	chr7	107219266	108209250	Breast
ecc599860	chr7	107390630	107411104	Esophagus
ecc599861	chr7	107463560	107484042	Head and Neck
ecc599862	chr7	107830944	108717106	Renal
ecc599863	chr7	108084155	110753132	Head and Neck
ecc599864	chr7	108200834	110196135	Head and Neck
ecc599865	chr7	109328194	109373197	Biliary tract
ecc599866	chr7	109587349	109829316	Renal
ecc599867	chr7	109597048	110040060	Biliary tract
ecc599868	chr7	109961272	109983191	Renal
ecc599869	chr7	110039195	110360548	Renal
ecc599870	chr7	110762495	110795098	Esophagus
ecc599871	chr7	110890275	113709453	Esophagus
ecc599872	chr7	111033360	116912985	Lung
ecc599873	chr7	111053120	111053728	Connective tissue
ecc599874	chr7	111059452	111080093	Connective tissue
ecc599875	chr7	111402851	111487141	Breast
ecc599876	chr7	111653168	111938673	Renal
ecc599877	chr7	112032462	112045587	Breast
ecc599878	chr7	112316673	113914853	Bladder
ecc599879	chr7	113525138	122771032	Renal
ecc599880	chr7	113796619	113859540	Connective tissue
ecc599881	chr7	115119115	117328658	Stomach
ecc599882	chr7	115692541	120568658	Stomach
ecc599883	chr7	116163247	116163682	Bladder
ecc599884	chr7	116556270	116606049	Renal
ecc599885	chr7	117074466	117380622	Uterine Corpus Endometrial
ecc599886	chr7	117298685	117370332	Lung
ecc599887	chr7	117395159	117573847	Esophagus
ecc599888	chr7	117528139	117588196	Stomach
ecc599889	chr7	118798551	118799135	Esophagus
ecc599890	chr7	121190812	132163231	Skin
ecc599891	chr7	121609657	124382430	Lung
ecc599892	chr7	122184214	123637122	Stomach
ecc599893	chr7	122296025	122522399	Lung
ecc599894	chr7	122299756	122300426	Connective tissue
ecc599895	chr7	122324181	122637412	Connective tissue
ecc599896	chr7	122637527	122638197	Connective tissue
ecc599897	chr7	122852124	122872651	Esophagus
ecc599898	chr7	123657897	123658399	Lung
ecc599899	chr7	123741865	124575005	Renal
ecc599900	chr7	124472014	124803703	Lung
ecc599901	chr7	124803867	124918041	Lung
ecc599902	chr7	124918122	124918624	Lung
ecc599903	chr7	124948304	149389209	Skin
ecc599904	chr7	125244206	125264770	Esophagus
ecc599905	chr7	125490209	125490879	Connective tissue
ecc599906	chr7	125653300	127516657	Connective tissue
ecc599907	chr7	126546834	126547384	Esophagus
ecc599908	chr7	126943248	127899511	Connective tissue
ecc599909	chr7	127364344	130699534	Renal
ecc599910	chr7	127938971	128126832	Skin
ecc599911	chr7	128054199	128644251	Connective tissue
ecc599912	chr7	128294050	131012279	Prostate
ecc599913	chr7	129713399	158821400	Ovary
ecc599914	chr7	129775350	129792412	Connective tissue
ecc599915	chr7	129795483	131875560	Connective tissue
ecc599916	chr7	130883640	131243924	Renal
ecc599917	chr7	131260758	131292966	Renal
ecc599918	chr7	131900169	134850812	Ovary
ecc599919	chr7	131963996	132166648	Prostate
ecc599920	chr7	132064420	134415939	Connective tissue
ecc599921	chr7	132165551	132314705	Skin
ecc599922	chr7	132314798	138222734	Skin
ecc599923	chr7	132464184	133184211	Stomach
ecc599924	chr7	133652085	145847933	Prostate
ecc599925	chr7	133872624	133911417	Esophagus
ecc599926	chr7	133878653	134309574	Stomach
ecc599927	chr7	133915225	133946110	Esophagus
ecc599928	chr7	134024053	146412507	Prostate
ecc599929	chr7	134581863	135637357	Connective tissue
ecc599930	chr7	134613821	134614363	Head and Neck
ecc599931	chr7	134904326	135259170	Breast
ecc599932	chr7	135264057	135264591	Stomach
ecc599933	chr7	136848522	138773056	Renal
ecc599934	chr7	138477342	158821400	Ovary
ecc599935	chr7	138688413	138688940	Esophagus
ecc599936	chr7	138768019	138780692	Connective tissue
ecc599937	chr7	138775331	138776141	Renal
ecc599938	chr7	138781328	138979771	Connective tissue
ecc599939	chr7	138944972	140157475	Skin
ecc599940	chr7	138982962	138983580	Connective tissue
ecc599941	chr7	140109625	158821400	Ovary
ecc599942	chr7	140393033	140393689	Colon
ecc599943	chr7	140438053	140458593	Lung
ecc599944	chr7	142003839	142024505	Colon
ecc599945	chr7	142771616	142792211	Esophagus
ecc599946	chr7	143640572	143641156	Brain
ecc599947	chr7	143734504	143816346	Esophagus
ecc599948	chr7	143861029	144061540	Breast
ecc599949	chr7	146227304	151326960	Prostate
ecc599950	chr7	148237858	148238458	Connective tissue
ecc599951	chr7	148562007	150218311	Skin
ecc599952	chr7	148566026	148566605	Bladder
ecc599953	chr7	148596376	151625466	Lung
ecc599954	chr7	148865503	149208708	Connective tissue
ecc599955	chr7	150133815	150134380	Esophagus
ecc599956	chr7	150195254	150272366	Esophagus
ecc599957	chr7	150465176	150767210	Esophagus
ecc599958	chr7	150492361	152247306	Skin
ecc599959	chr7	150800738	150929844	Esophagus
ecc599960	chr7	151134142	151134715	Bladder
ecc599961	chr7	151690230	151690826	Esophagus
ecc599962	chr7	152467457	152467959	Lung
ecc599963	chr7	153279875	153280420	Skin
ecc599964	chr7	153295678	159138663	Skin
ecc599965	chr7	153856384	153856886	Lung
ecc599966	chr7	154118684	156077333	Pancreatic
ecc599967	chr7	154405613	159138663	Lung
ecc599968	chr7	154991043	158255009	Prostate
ecc599969	chr7	155356959	155435655	Uterine Corpus Endometrial
ecc599970	chr7	157317878	157318458	Brain
ecc599971	chr7	158387625	158397978	Oral
ecc599972	chr8	1	4787196	Stomach
ecc599974	chr8	10001	2343600	Liver
ecc599975	chr8	10001	36089930	Ovary
ecc599977	chr8	367746	368356	Connective tissue
ecc599978	chr8	455600	796456	Connective tissue
ecc599979	chr8	1386281	1730059	Connective tissue
ecc599980	chr8	1618880	1819415	Lung
ecc599981	chr8	1723943	10959666	Uterine Corpus Endometrial
ecc599982	chr8	2658891	3548234	Esophagus
ecc599983	chr8	2989727	52492467	Pancreatic
ecc599984	chr8	3029090	3093142	Connective tissue
ecc599985	chr8	3579517	3580113	Esophagus
ecc599986	chr8	3667928	4266439	Connective tissue
ecc599987	chr8	3682563	4237801	Liver
ecc599988	chr8	3957930	43099999	Liver
ecc599989	chr8	4078154	4452492	Esophagus
ecc599990	chr8	4301272	4301826	Bladder
ecc599991	chr8	4320046	4320694	Connective tissue
ecc599992	chr8	4453306	8297275	Esophagus
ecc599993	chr8	4534079	5448085	Liver
ecc599994	chr8	4797805	4904120	Esophagus
ecc599995	chr8	4834449	4835107	Breast
ecc599996	chr8	4842945	7065261	Breast
ecc599997	chr8	5610052	12303320	Stomach
ecc599998	chr8	5829362	7329323	Esophagus
ecc599999	chr8	6749695	18602306	Stomach
ecc600000	chr8	7074730	7275150	Esophagus
ecc600001	chr8	7571773	19140093	Esophagus
ecc600002	chr8	7848677	8071260	Esophagus
ecc600003	chr8	8461899	12995771	Esophagus
ecc600004	chr8	8558531	13682115	Esophagus
ecc600005	chr8	9325025	12362026	Esophagus
ecc600006	chr8	9564572	12364556	Esophagus
ecc600007	chr8	9962037	12326738	Esophagus
ecc600008	chr8	10964997	16781564	Uterine Corpus Endometrial
ecc600009	chr8	11400828	11700729	Liver
ecc600010	chr8	12462454	12719436	Esophagus
ecc600011	chr8	12500379	12521963	Esophagus
ecc600012	chr8	12516656	12517221	Esophagus
ecc600013	chr8	12654135	14000173	Breast
ecc600014	chr8	13852735	14140137	Connective tissue
ecc600015	chr8	13923395	14435566	Stomach
ecc600016	chr8	14523083	14543679	Esophagus
ecc600017	chr8	15269366	15289915	Skin
ecc600018	chr8	15444107	15464703	Esophagus
ecc600019	chr8	15558162	15758582	Stomach
ecc600020	chr8	17122541	17123211	Connective tissue
ecc600021	chr8	17714535	17714960	Stomach
ecc600022	chr8	17781276	17781836	Stomach
ecc600023	chr8	17923695	18617101	Breast
ecc600024	chr8	19058905	19069289	Pancreatic
ecc600025	chr8	19739271	19739807	Lung
ecc600026	chr8	19749224	19749738	Lung
ecc600027	chr8	20302057	20774951	Breast
ecc600028	chr8	21297049	21301000	Connective tissue
ecc600029	chr8	22642653	22730351	Pediatric Brain
ecc600030	chr8	22894246	56022542	Skin
ecc600031	chr8	23147410	23697341	Pediatric Brain
ecc600032	chr8	25363627	25688429	Connective tissue
ecc600033	chr8	25691135	25691671	Lung
ecc600034	chr8	26032239	26053015	Connective tissue
ecc600035	chr8	26097828	26431466	Connective tissue
ecc600036	chr8	26778153	28874245	Connective tissue
ecc600037	chr8	27217762	27644872	Colon
ecc600038	chr8	27508225	42933372	Esophagus
ecc600039	chr8	28252383	28252840	Brain
ecc600040	chr8	28337043	28354306	Breast
ecc600041	chr8	28682593	29507559	Connective tissue
ecc600042	chr8	28879660	28880325	Connective tissue
ecc600043	chr8	28890639	28959708	Connective tissue
ecc600044	chr8	30105220	30105890	Connective tissue
ecc600045	chr8	31575436	31840726	Lung
ecc600046	chr8	32018488	32038989	Lung
ecc600047	chr8	32288168	32288638	Breast
ecc600048	chr8	32324770	32325240	Breast
ecc600049	chr8	32556729	32557199	Breast
ecc600050	chr8	32569672	32590142	Breast
ecc600051	chr8	32639514	32640204	Connective tissue
ecc600052	chr8	32678848	33010108	Pancreatic
ecc600053	chr8	32852460	32852996	Lung
ecc600054	chr8	32996883	33017352	Breast
ecc600055	chr8	33069612	33069976	Esophagus
ecc600056	chr8	33108232	33308689	Bladder
ecc600057	chr8	33267001	33267503	Lung
ecc600058	chr8	33410010	42350560	Breast
ecc600059	chr8	33630936	33885396	Breast
ecc600060	chr8	33660545	34735071	Lung
ecc600061	chr8	33759981	39103463	Lung
ecc600062	chr8	33822927	34023388	Breast
ecc600063	chr8	34017836	42783715	Breast
ecc600064	chr8	34036884	34242419	Breast
ecc600065	chr8	34074896	41470056	Bladder
ecc600066	chr8	34160444	34161054	Connective tissue
ecc600067	chr8	34280215	34532102	Breast
ecc600068	chr8	34338622	52288558	Breast
ecc600069	chr8	34540637	56904504	Liver
ecc600070	chr8	34904118	38248001	Ovary
ecc600071	chr8	34907470	36851901	Breast
ecc600072	chr8	35417632	39537070	Head and Neck
ecc600073	chr8	35659371	39272630	Head and Neck
ecc600074	chr8	35660685	35975190	Breast
ecc600076	chr8	35917002	37980641	Breast
ecc600077	chr8	36010578	36062702	Connective tissue
ecc600078	chr8	36065982	36130826	Breast
ecc600079	chr8	36162844	42786559	Esophagus
ecc600080	chr8	36396018	42068940	Head and Neck
ecc600081	chr8	36527632	38096762	Breast
ecc600082	chr8	36550790	39276900	Lung
ecc600083	chr8	36560005	39873957	Pancreatic
ecc600084	chr8	36584652	42750980	Head and Neck
ecc600085	chr8	36694950	36841962	Connective tissue
ecc600086	chr8	36732397	37357070	Uterine Corpus Endometrial
ecc600087	chr8	36841946	40035256	Breast
ecc600088	chr8	36977276	36997966	Connective tissue
ecc600089	chr8	37000734	38207123	Breast
ecc600090	chr8	37026842	40576323	Bladder
ecc600091	chr8	37240527	37865519	Lung
ecc600092	chr8	37264548	37614407	Esophagus
ecc600093	chr8	37654739	37947086	Breast
ecc600094	chr8	37665055	43099999	Prostate
ecc600095	chr8	37773457	38351737	Colon
ecc600096	chr8	37836224	41933448	Breast
ecc600097	chr8	37865518	38260815	Head and Neck
ecc600098	chr8	37895689	39065185	Connective tissue
ecc600099	chr8	38031599	38688274	Colon
ecc600100	chr8	38067936	40684972	Head and Neck
ecc600101	chr8	38087038	40771614	Ovary
ecc600102	chr8	38105996	40114244	Lung
ecc600104	chr8	38236889	38917849	Bladder
ecc600105	chr8	38380523	38401189	Colon
ecc600106	chr8	38430109	43099999	Liver
ecc600107	chr8	38527041	39608963	Breast
ecc600108	chr8	38561030	39724080	Breast
ecc600109	chr8	38653962	39341296	Liver
ecc600110	chr8	38852435	51453727	Breast
ecc600111	chr8	38919406	39683873	Bladder
ecc600112	chr8	39131635	39565081	Bladder
ecc600113	chr8	39287225	39487670	Head and Neck
ecc600114	chr8	39397014	39989571	Stomach
ecc600116	chr8	39550360	42673090	Ovary
ecc600117	chr8	39732450	40573688	Breast
ecc600118	chr8	39937441	40023694	Esophagus
ecc600119	chr8	40002125	40022721	Lung
ecc600120	chr8	40032932	40614509	Esophagus
ecc600121	chr8	40049445	40254910	Bladder
ecc600122	chr8	40092072	40716717	Lung
ecc600123	chr8	40289247	40309706	Breast
ecc600124	chr8	40332428	40333118	Connective tissue
ecc600125	chr8	40453914	40654360	Head and Neck
ecc600126	chr8	40574411	40688828	Breast
